10percentage,12percentage,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Specialization_CE,Specialization_CS,Specialization_EC,Specialization_EL,Specialization_ME,Specialization_other,CollegeState_Andhra Pradesh,CollegeState_Assam,CollegeState_Bihar,CollegeState_Chhattisgarh,CollegeState_Delhi,CollegeState_Goa,CollegeState_Gujarat,CollegeState_Haryana,CollegeState_Himachal Pradesh,CollegeState_Jammu and Kashmir,CollegeState_Jharkhand,CollegeState_Karnataka,CollegeState_Kerala,CollegeState_Madhya Pradesh,CollegeState_Maharashtra,CollegeState_Meghalaya,CollegeState_Orissa,CollegeState_Punjab,CollegeState_Rajasthan,CollegeState_Sikkim,CollegeState_Tamil Nadu,CollegeState_Telangana,CollegeState_Union Territory,CollegeState_Uttar Pradesh,CollegeState_Uttarakhand,CollegeState_West Bengal,GraduationYear_0,GraduationYear_2007,GraduationYear_2009,GraduationYear_2010,GraduationYear_2011,GraduationYear_2012,GraduationYear_2013,GraduationYear_2014,GraduationYear_2015,GraduationYear_2016,GraduationYear_2017,Gender_f,Gender_m,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,CollegeTier_1,CollegeTier_2
89.0,65.2,88.0,570,580,440,0.356536487724475,495,0,346,0,0,0,0,0.5591,0.7119,-0.2974,-0.4879,1.4386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
85.0,84.8,75.9,520,460,415,0.377551419424541,375,0,0,0,0,0,0,1.4208,0.3789,0.7785,0.9066,0.6721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
87.5,89.9,73.21,500,415,485,0.704090412131314,465,0,0,0,0,0,0,0.1282,0.8784,0.6248,-0.3612,-0.6692,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
92.6,83.8,84.6,650,545,665,0.978799292641428,585,0,561,0,0,0,0,1.1336,1.0449,1.3933,-0.4879,0.2889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
89.0,80.0,64.8,545,535,485,0.376059586651545,285,300,0,0,0,0,0,-0.159,-0.6201,0.3174,0.7798,-1.8189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
87.0,80.0,73.0,660,645,695,0.824666400671332,335,400,0,0,0,286,0,1.4208,0.7119,0.3174,-0.2344,0.0973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
94.0,88.0,71.4,755,545,585,0.819416529835888,505,0,0,0,0,0,0,-0.4173,0.6568,-0.1988,1.2374,-0.4455,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
92.2,82.2,67.58,500,645,650,0.765673581234011,485,0,0,0,0,0,0,-2.4266,0.6568,0.0914,1.4724,-0.8799,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
85.0,65.0,72.12,525,455,345,0.493596387301038,0,324,376,0,0,0,0,0.7027,0.5454,-0.2974,0.2727,1.247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
83.56,65.56,83.22,415,475,330,0.842248322257836,445,0,469,0,0,0,0,-1.0208,-1.6191,-0.7585,0.3995,0.4805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
81.4,74.4,84.0,560,565,455,0.965327157739783,405,0,0,0,0,0,0,-0.4463,0.3789,0.7785,0.2727,-0.6692,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
82.4,82.2,76.6,515,485,585,0.670743151433127,455,0,0,0,0,0,0,0.2009,-0.4353,0.2366,-0.7603,-0.6035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
73.0,62.12,53.0,500,460,510,0.622642915849938,0,0,407,0,0,0,0,-2.1698,-0.1206,-0.2974,-0.1076,0.0973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
64.0,75.0,70.0,645,445,445,0.377551419424541,375,0,0,0,0,0,0,-2.1175,0.6568,0.9623,-0.8778,0.8183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
80.2,73.0,73.0,625,615,575,0.538386892985096,575,333,0,0,0,446,0,0.8192,1.7488,1.2525,-0.0552,0.6603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
58.6,57.8,55.0,605,530,620,0.635978756456794,445,0,0,0,0,0,0,0.1282,0.7119,1.3933,-0.995,-0.4776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
81.6,75.6,82.1,555,554,605,0.694479327708463,0,366,0,0,0,0,0,-1.8083,-0.4353,0.672,-1.3478,-0.9194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
92.2,81.8,85.5,580,655,750,0.694479327708463,435,366,0,0,0,0,0,0.1282,0.3789,0.4711,-1.3753,1.0554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
89.76,84.17,68.01,555,525,425,0.765673581234011,485,0,0,0,0,0,0,1.1336,1.0449,-0.4511,-0.2344,0.6721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
77.0,66.0,64.25,770,565,430,0.744758354008939,555,0,438,0,0,0,0,-1.0208,-0.2871,0.1637,-0.3612,1.0554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
83.0,67.0,58.0,445,445,495,0.484590699882873,404,0,0,0,0,0,0,-0.5719,0.9688,0.5269,0.0623,-0.1295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
50.5,55.0,64.5,475,435,440,0.622642915849938,295,0,407,0,0,0,0,0.7027,0.0459,0.3174,0.2727,0.2889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
84.0,71.0,64.5,375,485,345,0.376059586651545,215,300,0,0,0,420,0,-2.1175,-1.5273,0.5269,-0.5253,-1.0774,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
51.0,51.0,74.0,375,405,395,0.600057182338341,435,0,0,0,0,0,0,0.2009,-1.2153,-0.7794,-0.5253,-0.2875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
82.27,80.58,61.0,495,465,575,0.124502074009537,275,233,0,180,0,0,0,-0.4173,-0.7473,-0.0537,0.2973,0.0284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
80.0,60.0,61.0,530,425,370,0.486747008438193,345,0,376,0,0,0,0,-0.3027,-0.7866,0.4711,0.1459,-1.4356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
67.36,74.96,72.6,355,315,445,0.793580614548506,495,333,0,0,0,0,0,0.51,0.6568,1.1074,0.4148,0.8183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
87.16,86.9,78.53,535,485,555,0.735795709224656,475,0,0,0,0,0,0,-0.7264,-1.5273,-0.4891,0.4148,-1.2354,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
78.0,71.0,73.5,335,520,430,0.535862819499896,0,0,0,393,0,0,0,0.8463,0.2124,-0.6048,-0.8682,0.2889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
75.83,68.83,55.6,525,575,655,0.901489571371033,545,0,0,0,0,0,0,-2.8903,1.2808,0.8171,-0.8778,0.3444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
83.0,85.0,70.0,535,410,370,0.338786347219528,375,292,0,0,313,0,0,-2.8879,-3.9501,-2.7565,-1.2486,-5.6512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
78.44,70.14,76.0,490,520,430,0.744758354008939,475,0,438,0,0,0,0,0.8463,-0.2871,0.9322,0.5262,0.6721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
65.0,62.0,60.0,385,510,295,0.436962648056859,335,0,0,0,0,324,0,0.8463,0.8784,-0.6048,-0.7415,1.247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
73.6,72.0,85.8,500,565,475,0.622642915849938,665,0,407,0,0,0,0,-0.0154,1.0449,1.7007,-0.4879,0.4805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
75.6,73.6,73.5,545,485,595,0.974396112538398,615,0,0,0,0,0,0,-0.5719,-0.1232,-0.4891,-0.1727,-0.7615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
94.4,86.0,81.30000000000001,535,630,545,0.459015840492937,0,0,0,376,0,0,0,0.4155,-0.6201,0.01,-0.6147,-0.4776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
67.0,62.0,72.0,385,455,495,0.535862819499896,0,0,0,393,0,0,0,-1.4992,-0.2793,-0.344,-0.8778,-0.1295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
70.0,65.0,68.0,560,555,655,0.0,415,0,0,0,0,0,0,-0.4463,1.3779,0.3174,-0.6147,-0.0943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
77.5,83.2,78.39,440,415,385,0.112139438207403,0,228,0,0,0,206,0,-1.308,-1.6191,0.01,-0.1076,-2.0105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
78.0,83.0,64.86,300,470,575,0.229481754911755,0,266,0,0,0,393,0,0.0464,-0.2793,-0.4891,0.7673,-0.0506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
54.0,49.0,62.0,510,390,265,0.21678548596901,325,0,0,0,0,0,0,-1.1128,-0.5913,-1.2148,2.7356,0.3444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
72.2,77.4,73.26,545,535,525,0.765673581234011,485,0,0,0,0,0,0,0.3555,0.5008,-0.9245,-0.2902,1.0158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
82.0,74.0,80.7,605,445,510,0.744758354008939,395,0,438,0,0,0,0,-0.3027,0.2124,-1.9881,0.7798,-0.6692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
73.6,77.8,78.84,535,595,665,0.661834475840071,395,0,0,0,446,0,0,0.4155,0.7119,0.01,-0.2344,0.0973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
66.5,64.0,59.0,335,275,455,0.376059586651545,235,300,0,0,0,0,0,0.0464,-0.4353,-0.1988,0.0623,0.3444,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
76.5,84.0,87.2,380,440,385,0.414337426422751,0,0,0,366,0,0,0,-0.3027,-0.2871,0.01,0.0192,-0.6692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
67.2,58.6,66.6,630,565,620,0.842248322257836,465,0,469,0,0,0,0,-0.159,0.5454,0.3174,0.1459,-0.2859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
69.4,69.8,77.3,485,395,465,0.600057182338341,435,0,0,0,0,0,0,0.0464,-0.4353,-1.5051,0.0623,0.1864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
74.8,75.6,78.6,450,440,735,0.975246586805663,345,0,0,0,0,0,516,-1.308,0.3789,-1.6807,-1.2486,-0.4776,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
91.2,77.8,77.8,535,540,570,0.911395278391328,395,0,500,0,0,0,0,1.2772,0.2124,0.6248,-1.3753,0.4805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
91.9,86.9,86.26,565,645,605,0.654107474545933,415,0,0,420,0,0,0,1.1283,0.6568,1.1074,-1.1128,0.5024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
72.4,72.8,71.77,465,375,510,0.207392169717661,395,260,0,0,0,0,0,0.2718,0.8784,0.7785,-0.2344,0.0973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
80.0,84.0,69.42,560,580,595,0.0,445,0,0,0,0,0,0,0.2718,-1.2861,-1.527,-1.2486,-0.8608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
91.0,91.0,79.0,415,495,464,0.840840968763718,0,0,0,473,0,0,0,-0.4173,0.5008,-0.0537,0.29733,-0.5245,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
68.3,86.0,75.6,500,505,585,0.622642915849938,415,0,407,0,0,0,0,0.8463,0.0459,0.7785,0.653,1.4386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
65.0,75.0,65.0,465,375,585,0.985461394326131,485,500,0,0,0,0,0,1.1283,0.1888,-0.7794,0.6498,-1.0774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
92.64,82.33,86.6,475,485,595,0.884122511593735,535,0,0,0,0,0,0,1.0896,1.4368,0.0914,-0.4371,-0.1295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
93.38,79.83,72.3,500,585,575,0.911395278391328,495,0,500,0,0,0,0,1.4208,0.8784,1.0859,0.5262,0.4805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
58.17,69.54,71.3,420,520,430,0.356536487724475,315,0,346,0,0,0,0,-0.4463,-0.6201,0.3174,0.9066,-0.8608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
83.46,61.83,73.0,430,435,450,0.953899775079926,535,0,530,0,0,0,0,0.7027,0.3789,0.3174,-1.1218,0.4805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
79.8,85.2,72.63,615,555,345,0.423951396376433,435,0,0,0,388,0,0,-0.4463,-0.6201,-0.9122,-0.2344,-1.8189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
76.0,79.0,73.0,535,460,445,0.123016731640823,285,0,0,0,0,0,0,0.99,-0.1206,0.4711,0.5262,-0.6692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
83.33,72.33,60.0,555,510,445,0.0587928000083534,0,200,0,0,0,0,0,-0.8772,1.5444,1.2396,-1.1218,1.0554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
69.8,82.4,65.93,485,525,585,0.864685413370085,525,0,0,0,0,0,0,0.1623,0.3448,-0.4891,-0.4371,-0.7615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
75.12,60.0,58.67,405,425,505,0.0587928000083534,0,200,0,0,0,0,0,-1.8083,-0.9033,0.0914,-0.0552,-0.1295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
83.0,66.0,78.0,305,515,495,0.714529363243447,0,0,0,435,0,0,0,0.9737,0.2668,0.5994,0.6498,-0.9194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
75.6,72.8,75.8,335,470,440,0.744758354008939,525,0,438,0,0,0,0,-0.7335,0.2124,1.0859,-0.2344,0.6721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
55.0,56.0,71.0,580,470,605,0.525922584252055,415,433,0,0,0,0,0,-0.5899,-0.1206,-0.2974,-0.1076,-0.4776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
87.2,74.33,69.0,735,505,475,0.735795709224656,475,0,0,0,0,0,0,0.6646,0.3448,-0.344,-0.0552,-0.1295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
76.0,71.0,70.0,345,475,625,0.342314899911815,365,0,0,0,0,0,0,0.3555,1.2808,1.3977,-0.9953,-0.2875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
70.5,69.5,69.36,465,435,425,0.308400582860308,355,0,0,0,0,0,0,0.7027,1.2114,-0.1437,-0.4879,0.8637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
63.0,59.0,58.0,335,255,365,0.376059586651545,215,300,0,0,0,0,0,-1.3447,-0.5913,-1.5051,-0.2902,-0.7615,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
77.4,68.8,75.16,625,500,560,0.758379883023504,0,433,0,0,473,0,0,0.1282,-0.2871,1.2396,-0.3612,-0.8608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
91.6,82.4,81.9,615,605,725,0.945134855960355,0,0,0,526,0,0,0,-1.1644,-0.7866,-1.2196,0.653,-1.6273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
75.0,76.0,73.0,580,495,440,0.744758354008939,445,0,438,0,0,0,0,1.2772,1.5444,1.0859,-1.7556,0.8637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
88.04,89.04,87.0,510,535,605,0.953899775079926,575,0,530,0,0,0,0,-0.4463,1.7109,1.0859,-0.7415,1.0554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
81.0,65.0,69.1,545,545,370,0.75618011362902,365,0,0,0,0,388,0,0.8463,1.2114,-0.4511,-0.4879,-0.0943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
87.2,71.67,74.55,325,470,470,0.356536487724475,505,0,346,0,0,0,0,1.7081,1.3779,1.3933,-0.2344,1.6302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
